"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Фрибета и БП","Проверка Фрибета и БП",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка ленты без авторизации","","Проверка ленты без авторизации","Проверка истории ставок у нового пользователя","Проверка истории ставок у нового пользователя",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по dropdown + input + textarea + file","Проверка запроса по dropdown + input + textarea + file",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Максимальной суммы ставки","Проверка Максимальной суммы ставки",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Горизонтальное положение, проверка свитчера и компактный режим ","Горизонтальное положение, проверка свитчера и компактный режим ",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка Восстановления пароля","","Проверка Восстановления пароля","Восстановление пароля по тестовому сценарию через email","Восстановление пароля по тестовому сценарию через email",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка фильтров бонусов","Проверка фильтров бонусов",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка ленты без авторизации","","Проверка ленты без авторизации","Проверка появления окна авторизации на пари без авторизации","Проверка появления окна авторизации на пари без авторизации",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка ""Суперэкспресс""","","Проверка ""Суперэкспресс""","Проверка всего функционала во вкладке ""Суперэкспресс""","Проверка всего функционала во вкладке ""Суперэкспресс""",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка для неидентифицированного клиента","Проверка для неидентифицированного клиента",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","0","","Проверка авторизации","","Проверка авторизации","Клиент с  опцией ""Авторизация запрещена","Клиент с  опцией ""Авторизация запрещена",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка суммы на граничные значения","Проверка суммы на граничные значения",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","0","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка свитчеров","Проверка свитчеров",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Проверка фильтра времени в меню событий","Проверка фильтра времени в меню событий",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Сравнение фильтра времени у конкретного спорта в горизонтальном и вертикальном ","Сравнение фильтра времени у конкретного спорта в горизонтальном и вертикальном ",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через Билайн","Проверка открытия страницы пополнения через Билайн",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","3","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по input + textarea + data","Проверка запроса по input + textarea + data",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на функциии из области шапки сайта","","Тесты на функциии из области шапки сайта","Проверка открытия всех вкладок","Проверка открытия всех вкладок",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка подстановки суммы предыдущей ставки","Проверка подстановки суммы предыдущей ставки",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка настроек сайта","","Проверка настроек сайта","Проверка настроек Продажа пари","Проверка настроек Продажа пари",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Проверка кол-ва трансляций в фильтре трансляций","Проверка кол-ва трансляций в фильтре трансляций",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через МТС","Проверка открытия страницы пополнения через МТС",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка баннеров акций","Проверка баннеров акций",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Запросы на выплату","","Запросы на выплату","Проверка табов","Проверка табов",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","3","","Проверка настроек сайта","","Проверка настроек сайта","Проверка быстрого пари","Проверка быстрого пари",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Прикрепление и скачивание файла в созданном запросах","Прикрепление и скачивание файла в созданном запросах",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения карты банка","Проверка открытия страницы пополнения карты банка",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через Webmoney","Проверка открытия страницы пополнения через Webmoney",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через Qiwi","Проверка открытия страницы пополнения через Qiwi",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка сортировки по времени","Проверка сортировки по времени",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка поиска в результатах","Проверка поиска в результатах",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты на функциии из области шапки сайта","","Тесты на функциии из области шапки сайта","Проверка функции Поиск","Проверка функции Поиск",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка  включения расссылок и уведомлений","Проверка  включения расссылок и уведомлений",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","0","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по phoneNumber","Авторизация клиента по phoneNumber",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","3","","Проверка ""Суперэкспресс""","","Проверка ""Суперэкспресс""","Проверка пакетной ставки во вкладке ""Суперэкспресс""","Проверка пакетной ставки во вкладке ""Суперэкспресс""",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка авторизации","","Проверка авторизации","Тест на слишком частый ввод пароля неправильный","Тест на слишком частый ввод пароля неправильный",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по textarea + file","Проверка запроса по textarea + file",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка сортировки по номеру","Проверка сортировки по номеру",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по clinetId","Авторизация клиента по clinetId",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка настроек сайта","","Проверка настроек сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","3","","Проверка настроек сайта","","Проверка настроек сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта для  неавторизованного пользователя","Проверка всего функционала из модуля ""Вид"" в настройках сайта для  неавторизованного пользователя",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка ленты без авторизации","","Проверка ленты без авторизации","Проверка сохранения купона, набранного до авторизации","Проверка сохранения купона, набранного до авторизации",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка авторизации","","Проверка авторизации","Открытие формы Регистрации из формы авторизации","Открытие формы Регистрации из формы авторизации",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Проверка разворачивания/сворачивания всех дочерних событий и доп. пари","Проверка разворачивания/сворачивания всех дочерних событий и доп. пари",""
"passed","Thu Oct 28 16:10:07 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","25142","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Проверка отображения всех видов трансляций лайф событий ","Проверка отображения всех видов трансляций лайф событий ",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","0","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка любимой ставки и подстановки старой","Проверка любимой ставки и подстановки старой",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка настроек сайта","","Проверка настроек сайта","Проверка работы ставки пари с предыдущей ставки","Проверка работы ставки пари с предыдущей ставки",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через Мегафон","Проверка открытия страницы пополнения через Мегафон",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Провекра гридов с соревнованиями в линии/лайве","","Провекра гридов с соревнованиями в линии/лайве","Проверка шапки чемпионата","Проверка шапки чемпионата",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка авторизации","","Проверка авторизации","Авторизация клиента с неправильный паролем","Авторизация клиента с неправильный паролем",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по email","Авторизация клиента по email",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка ввода суммы больше чем баланс счета","Проверка ввода суммы больше чем баланс счета",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка Самоисключений","Проверка Самоисключений",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на производительность","","Тесты на производительность","Нагрузка процессора 3","Нагрузка процессора 3",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка авторизации","","Проверка авторизации","Открытие формы Забыли пароль из формы авторизации","Открытие формы Забыли пароль из формы авторизации",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Провекра гридов с соревнованиями в линии/лайве","","Провекра гридов с соревнованиями в линии/лайве","Проверка разворачивания доп пари и доч событий","Проверка разворачивания доп пари и доч событий",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","0","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка сворачивания ставки из ленты купонов","Проверка сворачивания ставки из ленты купонов",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка чекбокса Только текущие","Проверка чекбокса Только текущие",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка скрытия баланса","Проверка скрытия баланса",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Запросы на выплату","","Запросы на выплату","Проверка фильтра","Проверка фильтра",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка смены почты через реальную почту","Проверка смены почты через реальную почту",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","0","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Популярные события","Популярные события",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","0","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка Системы и калькулятора","Проверка Системы и калькулятора",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","0","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Функционал EventView в Лайв событиях","Функционал EventView в Лайв событиях",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через TELE2","Проверка открытия страницы пополнения через TELE2",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка на продажу","Проверка на продажу",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка работы вкладки Операции в Личном кабинете пользователя","Проверка работы вкладки Операции в Личном кабинете пользователя",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка открытия всех вкладок меню","Проверка открытия всех вкладок меню",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по input + textarea +file","Проверка запроса по input + textarea +file",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка настроек сайта","","Проверка настроек сайта","Проверка приема без подтверждения","Проверка приема без подтверждения",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка авторизации","","Проверка авторизации","Добавляю аккаунт в Акцию серия побед, ставлю ставку, продаю","Добавляю аккаунт в Акцию серия побед, ставлю ставку, продаю",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","0","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка клонирования и закрытия","Проверка клонирования и закрытия",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка смены языка","Проверка смены языка",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка переоткрытия заявки","Проверка переоткрытия заявки",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","0","","Проверка авторизации","","Проверка авторизации","Авторизация клиента с самоисключением навсегда","Авторизация клиента с самоисключением навсегда",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Тест фильтра в вертикальном положении","Тест фильтра в вертикальном положении",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Выплата на Яндекс деньги","Выплата на Яндекс деньги",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Выплата на телефон","Выплата на телефон",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка настроек сайта","","Проверка настроек сайта","Проверка любимой ставки","Проверка любимой ставки",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка продажи и ее настройки","Проверка продажи и ее настройки",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка работы процесса изменения номера телефона по тестовому сценарию","Проверка работы процесса изменения номера телефона по тестовому сценарию",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по  textarea + data","Проверка запроса по  textarea + data",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Выплата на карту","Выплата на карту",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Провекра гридов с соревнованиями в линии/лайве","","Провекра гридов с соревнованиями в линии/лайве","Проверка соответсвтия ставки в гриде и ставки в купоне","Проверка соответсвтия ставки в гриде и ставки в купоне",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка настроек сайта","","Проверка настроек сайта","Проверка настроек Диалоги","Проверка настроек Диалоги",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка быстрой ставки","Проверка быстрой ставки",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка Самоограничений","Проверка Самоограничений",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Фрибета/Бп с нулевым балансом клиента","Проверка Фрибета/Бп с нулевым балансом клиента",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка авторизации","","Проверка авторизации","Проверка протушей  сессии","Проверка протушей  сессии",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка настроек в вкладке История","Проверка настроек в вкладке История",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты на производительность","","Тесты на производительность","Нагрузка процессора 2","Нагрузка процессора 2",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы  пополнения кошелек ЦУПИС","Проверка открытия страницы  пополнения кошелек ЦУПИС",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка сортировки по времени","Проверка сортировки по времени",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка суммы бонусов","Проверка суммы бонусов",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка работы вкладки История в Личном кабинете пользователя","Проверка работы вкладки История в Личном кабинете пользователя",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Проверка фильтра в горизонтальном положении на выбор события","Проверка фильтра в горизонтальном положении на выбор события",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка Восстановления пароля","","Проверка Восстановления пароля","Восстановление пароля по тестовому сценарию через номер телефона","Восстановление пароля по тестовому сценарию через номер телефона",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка избранного в выплатах","Проверка избранного в выплатах",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Проверка авторизации","","Проверка авторизации","Проверка работы плейсхолдера всех трех типов авторизации(номер счета, номер телефона, почта)","Проверка работы плейсхолдера всех трех типов авторизации(номер счета, номер телефона, почта)",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты на личный кабинет","","Тесты на личный кабинет","Тестовый сценарий лимитов на депозиты","Тестовый сценарий лимитов на депозиты",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Минимальной суммы ставки","Проверка Минимальной суммы ставки",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка избранного в депозитах","Проверка избранного в депозитах",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка фильтров","Проверка фильтров",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты на производительность","","Тесты на производительность","Нагрузка процессора","Нагрузка процессора",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на производительность","","Тесты на производительность","Потребление памяти","Потребление памяти",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на главной странице","","Тесты на главной странице","Ставки из приоритетных событий линии/лайва с главной страницы","Ставки из приоритетных событий линии/лайва с главной страницы",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка ввода промокода Бонусы","Проверка ввода промокода Бонусы",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Запросы на выплату","","Запросы на выплату","Проверка карточки заявки","Проверка карточки заявки",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через ЮMoney","Проверка открытия страницы пополнения через ЮMoney",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","2","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по 3*input + textarea + data","Проверка запроса по 3*input + textarea + data",""
"skipped","Thu Oct 28 16:10:32 MSK 2021","Thu Oct 28 16:10:32 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка смены пароля","Проверка смены пароля",""
